info @storybook/react v6.4.18
info 
info => Cleaning outputDir: /tmp/chromatic--6523-7h3Kklk0z3Jf
info => Loading presets
info => Copying static files: /home/gohan/react/taskbox/public at /tmp/chromatic--6523-7h3Kklk0z3Jf/
info => Compiling manager..
info => Compiling preview..
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /home/gohan/react/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/polyfills.js /home/gohan/react/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/globals.js /home/gohan/react/taskbox/storybook-init-framework-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/common/config.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/config.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/react/dist/esm/client/preview/config-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-links/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addArgs.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addParameter.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-measure/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-outline/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-interactions/dist/esm/preset/argsEnhancers.js-generated-config-entry.js /home/gohan/react/taskbox/.storybook/preview.js-generated-config-entry.js /home/gohan/react/taskbox/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 69% building 1598/1624 modules 26 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1599/1624 modules 25 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1600/1624 modules 24 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1601/1624 modules 23 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1602/1624 modules 22 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1603/1624 modules 21 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1604/1624 modules 20 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1605/1624 modules 19 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1606/1624 modules 18 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1607/1624 modules 17 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1608/1624 modules 16 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1609/1624 modules 15 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1610/1624 modules 14 active /home/gohan/react/taskbox/node_modules/globalthis/polyfill.js
<s> [webpack.Progress] 69% building 1610/1625 modules 15 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/pretty-format/build/plugins/lib/markup.js
<s> [webpack.Progress] 69% building 1611/1625 modules 14 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/pretty-format/build/plugins/lib/markup.js
<s> [webpack.Progress] 69% building 1612/1625 modules 13 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/pretty-format/build/plugins/lib/markup.js
<s> [webpack.Progress] 69% building 1612/1626 modules 14 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/ariaAbstractRoles.js
<s> [webpack.Progress] 69% building 1612/1627 modules 15 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/ariaDpubRoles.js
<s> [webpack.Progress] 69% building 1612/1628 modules 16 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/ariaLiteralRoles.js
<s> [webpack.Progress] 69% building 1613/1628 modules 15 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/ariaLiteralRoles.js
<s> [webpack.Progress] 69% building 1614/1628 modules 14 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/ariaLiteralRoles.js
<s> [webpack.Progress] 69% building 1615/1628 modules 13 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/ariaLiteralRoles.js
<s> [webpack.Progress] 69% building 1616/1628 modules 12 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/ariaLiteralRoles.js
<s> [webpack.Progress] 69% building 1616/1629 modules 13 active /home/gohan/react/taskbox/node_modules/string.prototype.matchall/polyfill-regexp-matchall.js
<s> [webpack.Progress] 69% building 1616/1630 modules 14 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1617/1630 modules 13 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1618/1630 modules 12 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1619/1630 modules 11 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1620/1630 modules 10 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1621/1630 modules 9 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1622/1630 modules 8 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1623/1630 modules 7 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1624/1630 modules 6 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1625/1630 modules 5 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1626/1630 modules 4 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1627/1630 modules 3 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1628/1630 modules 2 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/ansi-styles/index.js
<s> [webpack.Progress] 69% building 1628/1631 modules 3 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/lib/defaultValues/generateObject.js
<s> [webpack.Progress] 69% building 1628/1632 modules 4 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/lib/defaultValues/generateArray.js
<s> [webpack.Progress] 69% building 1629/1632 modules 3 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/lib/defaultValues/generateArray.js
<s> [webpack.Progress] 69% building 1629/1633 modules 4 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isString.js
<s> [webpack.Progress] 69% building 1629/1634 modules 5 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isPlainObject.js
<s> [webpack.Progress] 69% building 1629/1635 modules 6 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/lib/inspection/types.js
<s> [webpack.Progress] 69% building 1629/1636 modules 7 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/lib/inspection/inspectValue.js
<s> [webpack.Progress] 69% building 1629/1637 modules 8 active /home/gohan/react/taskbox/node_modules/@storybook/core/node_modules/@storybook/core-client/dist/esm/preview/index.js
<s> [webpack.Progress] 69% building 1630/1637 modules 7 active /home/gohan/react/taskbox/node_modules/@storybook/core/node_modules/@storybook/core-client/dist/esm/preview/index.js
<s> [webpack.Progress] 69% building 1630/1638 modules 8 active /home/gohan/react/taskbox/node_modules/globalthis/implementation.browser.js
<s> [webpack.Progress] 69% building 1630/1639 modules 9 active /home/gohan/react/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/Type.js
<s> [webpack.Progress] 69% building 1630/1640 modules 10 active /home/gohan/react/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/SpeciesConstructor.js
<s> [webpack.Progress] 69% building 1630/1641 modules 11 active /home/gohan/react/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/IsCallable.js
<s> [webpack.Progress] 69% building 1630/1642 modules 12 active /home/gohan/react/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/helpers/getOwnPropertyDescriptor.js
<s> [webpack.Progress] 69% building 1630/1643 modules 13 active /home/gohan/react/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/2019/IsArray.js
<s> [webpack.Progress] 69% building 1630/1644 modules 14 active /home/gohan/react/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/2019/IsRegExp.js
<s> [webpack.Progress] 69% building 1630/1645 modules 15 active /home/gohan/react/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/2019/ToPropertyDescriptor.js
<s> [webpack.Progress] 69% building 1630/1646 modules 16 active /home/gohan/react/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/helpers/isPrimitive.js
<s> [webpack.Progress] 69% building 1630/1647 modules 17 active /home/gohan/react/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 69% building 1630/1648 modules 18 active /home/gohan/react/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/helpers/isNaN.js
<s> [webpack.Progress] 69% building 1630/1649 modules 19 active /home/gohan/react/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/5/Type.js
<s> [webpack.Progress] 69% building 1630/1650 modules 20 active /home/gohan/react/taskbox/node_modules/source-map/lib/base64.js
<s> [webpack.Progress] 69% building 1631/1650 modules 19 active /home/gohan/react/taskbox/node_modules/source-map/lib/base64.js
<s> [webpack.Progress] 69% building 1632/1650 modules 18 active /home/gohan/react/taskbox/node_modules/source-map/lib/base64.js
<s> [webpack.Progress] 69% building 1632/1651 modules 19 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1633/1651 modules 18 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1634/1651 modules 17 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1635/1651 modules 16 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1636/1651 modules 15 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1637/1651 modules 14 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1638/1651 modules 13 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1639/1651 modules 12 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1640/1651 modules 11 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1641/1651 modules 10 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1642/1651 modules 9 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1643/1651 modules 8 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1644/1651 modules 7 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1645/1651 modules 6 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1646/1651 modules 5 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1647/1651 modules 4 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1648/1651 modules 3 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1649/1651 modules 2 active /home/gohan/react/taskbox/node_modules/es-to-primitive/es2015.js
<s> [webpack.Progress] 69% building 1649/1652 modules 3 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/react-is/index.js
<s> [webpack.Progress] 69% building 1650/1652 modules 2 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/react-is/index.js
<s> [webpack.Progress] 69% building 1650/1653 modules 3 active /home/gohan/react/taskbox/node_modules/@storybook/testing-library/node_modules/@testing-library/user-event/dist/keyboard/plugins/index.js
<s> [webpack.Progress] 69% building 1651/1653 modules 2 active /home/gohan/react/taskbox/node_modules/@storybook/testing-library/node_modules/@testing-library/user-event/dist/keyboard/plugins/index.js
<s> [webpack.Progress] 69% building 1651/1654 modules 3 active /home/gohan/react/taskbox/node_modules/string.prototype.matchall/implementation.js
<s> [webpack.Progress] 69% building 1651/1655 modules 4 active /home/gohan/react/taskbox/node_modules/es-abstract/2020/ArraySpeciesCreate.js
<s> [webpack.Progress] 69% building 1651/1656 modules 5 active /home/gohan/react/taskbox/node_modules/es-abstract/2020/FlattenIntoArray.js
<s> [webpack.Progress] 69% building 1651/1657 modules 6 active /home/gohan/react/taskbox/node_modules/es-abstract/2020/Get.js
<s> [webpack.Progress] 69% building 1651/1658 modules 7 active /home/gohan/react/taskbox/node_modules/es-abstract/helpers/getSymbolDescription.js
<s> [webpack.Progress] 69% building 1651/1659 modules 8 active /home/gohan/react/taskbox/node_modules/es-abstract/2020/AddEntriesFromIterable.js
<s> [webpack.Progress] 69% building 1651/1660 modules 9 active /home/gohan/react/taskbox/node_modules/es-abstract/2020/CreateDataPropertyOrThrow.js
<s> [webpack.Progress] 69% building 1651/1661 modules 10 active /home/gohan/react/taskbox/node_modules/es-abstract/2020/ToPropertyKey.js
<s> [webpack.Progress] 69% building 1651/1662 modules 11 active /home/gohan/react/taskbox/node_modules/promise.allsettled/implementation.js
<s> [webpack.Progress] 69% building 1651/1663 modules 12 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/pretty-format/build/plugins/lib/escapeHTML.js
<s> [webpack.Progress] 69% building 1652/1663 modules 11 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/pretty-format/build/plugins/lib/escapeHTML.js
<s> [webpack.Progress] 69% building 1653/1663 modules 10 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/pretty-format/build/plugins/lib/escapeHTML.js
<s> [webpack.Progress] 69% building 1653/1664 modules 11 active /home/gohan/react/taskbox/node_modules/string.prototype.matchall/regexp-matchall.js
<s> [webpack.Progress] 69% building 1653/1665 modules 12 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/abstract/commandRole.js
<s> [webpack.Progress] 69% building 1653/1666 modules 13 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/abstract/compositeRole.js
<s> [webpack.Progress] 69% building 1653/1667 modules 14 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/abstract/inputRole.js
<s> [webpack.Progress] 69% building 1653/1668 modules 15 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/abstract/landmarkRole.js
<s> [webpack.Progress] 69% building 1653/1669 modules 16 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/abstract/rangeRole.js
<s> [webpack.Progress] 69% building 1653/1670 modules 17 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/abstract/roletypeRole.js
<s> [webpack.Progress] 69% building 1653/1671 modules 18 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/abstract/sectionRole.js
<s> [webpack.Progress] 69% building 1653/1672 modules 19 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/abstract/sectionheadRole.js
<s> [webpack.Progress] 69% building 1653/1673 modules 20 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/abstract/selectRole.js
<s> [webpack.Progress] 69% building 1653/1674 modules 21 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/abstract/structureRole.js
<s> [webpack.Progress] 69% building 1653/1675 modules 22 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/abstract/widgetRole.js
<s> [webpack.Progress] 69% building 1653/1676 modules 23 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/abstract/windowRole.js
<s> [webpack.Progress] 69% building 1653/1677 modules 24 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/dpub/docAbstractRole.js
<s> [webpack.Progress] 69% building 1653/1678 modules 25 active /home/gohan/react/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/dpub/docAcknowledgmentsRole.js
